week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2023-10-09,BEV-013,STR-015,392,221,226,387,False
2023-10-09,BEV-014,STR-015,188,86,112,162,False
2023-10-09,BEV-015,STR-015,180,88,150,118,False
2023-10-09,BEV-001,STR-016,246,201,185,262,False
2023-10-09,BEV-002,STR-016,149,87,162,74,False
2023-10-09,BEV-003,STR-016,124,146,128,142,False
2023-10-09,BEV-004,STR-016,159,64,94,129,False
2023-10-09,BEV-005,STR-016,81,65,72,74,False
2023-10-09,BEV-006,STR-016,96,66,98,64,False
2023-10-09,BEV-007,STR-016,180,135,122,193,False
2023-10-09,BEV-008,STR-016,100,57,114,43,False
2023-10-09,BEV-009,STR-016,206,147,128,225,False
2023-10-09,BEV-010,STR-016,411,214,282,343,False
2023-10-09,BEV-011,STR-016,103,71,127,47,False
2023-10-09,BEV-012,STR-016,168,78,96,150,False
2023-10-09,BEV-013,STR-016,126,146,129,143,False
2023-10-09,BEV-014,STR-016,120,107,100,127,False
2023-10-09,BEV-015,STR-016,119,87,114,92,False
2023-10-09,BEV-001,STR-017,155,221,194,182,False
2023-10-09,BEV-002,STR-017,169,85,144,110,False
2023-10-09,BEV-003,STR-017,233,83,157,159,False
2023-10-09,BEV-004,STR-017,188,100,126,162,False
2023-10-09,BEV-005,STR-017,85,84,97,72,False
2023-10-09,BEV-006,STR-017,86,85,74,97,False
2023-10-09,BEV-007,STR-017,253,158,143,268,False
2023-10-09,BEV-008,STR-017,97,101,91,107,False
2023-10-09,BEV-009,STR-017,97,76,103,70,False
2023-10-09,BEV-010,STR-017,153,104,123,134,False
2023-10-09,BEV-011,STR-017,94,87,88,93,False
2023-10-09,BEV-012,STR-017,143,93,80,156,False
2023-10-09,BEV-013,STR-017,88,82,105,65,False
2023-10-09,BEV-014,STR-017,100,75,64,111,False
2023-10-09,BEV-015,STR-017,130,55,94,91,False
2023-10-09,BEV-001,STR-018,430,264,315,379,False
2023-10-09,BEV-002,STR-018,479,321,284,516,False
2023-10-09,BEV-003,STR-018,429,378,436,371,False
2023-10-09,BEV-004,STR-018,464,236,264,436,False
2023-10-09,BEV-005,STR-018,372,168,306,234,False
2023-10-09,BEV-006,STR-018,444,233,257,420,False
2023-10-09,BEV-007,STR-018,321,145,190,276,False
2023-10-09,BEV-008,STR-018,281,191,165,307,False
2023-10-09,BEV-009,STR-018,201,240,211,230,False
2023-10-09,BEV-010,STR-018,334,168,191,311,False
2023-10-09,BEV-011,STR-018,237,155,153,239,False
2023-10-09,BEV-012,STR-018,310,222,259,273,False
2023-10-09,BEV-013,STR-018,218,110,175,153,False
2023-10-09,BEV-014,STR-018,155,89,126,118,False
2023-10-09,BEV-015,STR-018,335,135,253,217,False
2023-10-09,BEV-001,STR-019,434,304,270,468,False
2023-10-09,BEV-002,STR-019,236,168,264,140,False
2023-10-09,BEV-003,STR-019,191,200,194,197,False
2023-10-09,BEV-004,STR-019,972,421,809,584,False
2023-10-09,BEV-005,STR-019,161,79,148,92,False
2023-10-09,BEV-006,STR-019,302,232,202,332,False
2023-10-09,BEV-007,STR-019,765,478,497,746,False
2023-10-09,BEV-008,STR-019,362,219,217,364,False
2023-10-09,BEV-009,STR-019,201,115,198,118,False
2023-10-09,BEV-010,STR-019,212,111,132,191,False
2023-10-09,BEV-011,STR-019,241,147,168,220,False
2023-10-09,BEV-012,STR-019,449,336,311,474,False
2023-10-09,BEV-013,STR-019,162,177,169,170,False
2023-10-09,BEV-014,STR-019,194,236,208,222,False
2023-10-09,BEV-015,STR-019,401,216,227,390,False
2023-10-09,BEV-001,STR-020,555,581,537,599,False
2023-10-09,BEV-002,STR-020,304,135,170,269,False
2023-10-09,BEV-003,STR-020,194,250,216,228,False
2023-10-09,BEV-004,STR-020,163,67,115,115,False
2023-10-09,BEV-005,STR-020,174,107,100,181,False
2023-10-09,BEV-006,STR-020,216,130,122,224,False
2023-10-09,BEV-007,STR-020,243,114,147,210,False
2023-10-09,BEV-008,STR-020,163,96,128,131,False
2023-10-09,BEV-009,STR-020,76,88,95,69,False
2023-10-09,BEV-010,STR-020,90,41,52,79,False
2023-10-09,BEV-011,STR-020,133,107,104,136,False
2023-10-09,BEV-012,STR-020,163,125,107,181,False
2023-10-09,BEV-013,STR-020,163,70,99,134,False
2023-10-09,BEV-014,STR-020,96,59,87,68,False
2023-10-09,BEV-015,STR-020,65,69,59,75,False
2023-10-09,BEV-001,STR-021,103,75,81,97,False
2023-10-09,BEV-002,STR-021,87,52,97,42,False
2023-10-09,BEV-003,STR-021,65,40,66,39,False
2023-10-09,BEV-004,STR-021,95,29,54,70,False
2023-10-09,BEV-005,STR-021,52,35,34,53,False
2023-10-09,BEV-006,STR-021,46,54,55,45,False
2023-10-09,BEV-007,STR-021,71,41,46,66,False
2023-10-09,BEV-008,STR-021,58,36,42,52,False
2023-10-09,BEV-009,STR-021,52,26,42,36,False
2023-10-09,BEV-010,STR-021,74,50,46,78,False
2023-10-09,BEV-011,STR-021,88,37,54,71,False
2023-10-09,BEV-012,STR-021,58,31,37,52,False
2023-10-09,BEV-013,STR-021,114,71,69,116,False
2023-10-09,BEV-014,STR-021,43,58,50,51,False
2023-10-09,BEV-015,STR-021,71,32,59,44,False
2023-10-09,BEV-001,STR-022,177,169,204,142,False
2023-10-09,BEV-002,STR-022,276,306,311,271,False
2023-10-09,BEV-003,STR-022,125,113,130,108,False
2023-10-09,BEV-004,STR-022,85,61,80,66,False
2023-10-09,BEV-005,STR-022,113,145,136,122,False
2023-10-09,BEV-006,STR-022,128,55,111,72,False
2023-10-09,BEV-007,STR-022,124,81,81,124,False
2023-10-09,BEV-008,STR-022,136,132,122,146,False
2023-10-09,BEV-009,STR-022,157,97,104,150,False
2023-10-09,BEV-010,STR-022,110,101,105,106,False
2023-10-09,BEV-011,STR-022,78,78,93,63,False
2023-10-09,BEV-012,STR-022,72,43,85,30,False
2023-10-09,BEV-013,STR-022,174,54,107,121,False
2023-10-09,BEV-014,STR-022,150,51,89,112,False
2023-10-09,BEV-015,STR-022,111,140,136,115,False
2023-10-09,BEV-001,STR-023,177,98,112,163,False
2023-10-09,BEV-002,STR-023,314,101,196,219,False
2023-10-09,BEV-003,STR-023,173,152,147,178,False
2023-10-09,BEV-004,STR-023,163,55,106,112,False
2023-10-09,BEV-005,STR-023,200,103,117,186,False
2023-10-09,BEV-006,STR-023,152,81,87,146,False
2023-10-09,BEV-007,STR-023,96,94,117,73,False
2023-10-09,BEV-008,STR-023,43,33,46,30,False
2023-10-09,BEV-009,STR-023,97,101,86,112,False
2023-10-09,BEV-010,STR-023,122,81,82,121,False
2023-10-09,BEV-011,STR-023,75,49,75,49,False
2023-10-09,BEV-012,STR-023,89,51,96,44,False
2023-10-09,BEV-013,STR-023,192,76,108,160,False
2023-10-09,BEV-014,STR-023,148,97,114,131,False
2023-10-09,BEV-015,STR-023,202,134,157,179,False
2023-10-09,BEV-001,STR-024,176,155,130,201,False
2023-10-09,BEV-002,STR-024,406,471,483,394,False
2023-10-09,BEV-003,STR-024,604,396,369,631,False
2023-10-09,BEV-004,STR-024,211,131,119,223,False
2023-10-09,BEV-005,STR-024,513,394,347,560,False
2023-10-09,BEV-006,STR-024,119,57,101,75,False
2023-10-09,BEV-007,STR-024,110,73,82,101,False
2023-10-09,BEV-008,STR-024,139,58,87,110,False
2023-10-09,BEV-009,STR-024,81,85,89,77,False
2023-10-09,BEV-010,STR-024,225,136,141,220,False
2023-10-09,BEV-011,STR-024,85,69,105,49,False
2023-10-09,BEV-012,STR-024,168,94,114,148,False
2023-10-09,BEV-013,STR-024,115,68,99,84,False
2023-10-09,BEV-014,STR-024,149,105,100,154,False
2023-10-09,BEV-015,STR-024,152,100,103,149,False
2023-10-09,BEV-001,STR-025,710,827,807,730,False
2023-10-09,BEV-002,STR-025,377,262,244,395,False
2023-10-09,BEV-003,STR-025,298,176,195,279,False
2023-10-09,BEV-004,STR-025,273,182,172,283,False
2023-10-09,BEV-005,STR-025,204,171,219,156,False
2023-10-09,BEV-006,STR-025,258,155,172,241,False
2023-10-09,BEV-007,STR-025,221,224,190,255,False
2023-10-09,BEV-008,STR-025,286,286,328,244,False
2023-10-09,BEV-009,STR-025,709,490,552,647,False
2023-10-09,BEV-010,STR-025,159,121,157,123,False
2023-10-09,BEV-011,STR-025,271,256,240,287,False
2023-10-09,BEV-012,STR-025,206,190,245,151,False
2023-10-09,BEV-013,STR-025,125,82,155,52,False
2023-10-09,BEV-014,STR-025,281,93,167,207,False
2023-10-09,BEV-015,STR-025,264,125,248,141,False
2023-10-09,BEV-001,STR-026,67,80,73,74,False
2023-10-09,BEV-002,STR-026,58,50,42,66,False
2023-10-09,BEV-003,STR-026,233,97,162,168,False
2023-10-09,BEV-004,STR-026,135,116,119,132,False
2023-10-09,BEV-005,STR-026,47,28,38,37,False
2023-10-09,BEV-006,STR-026,64,30,46,48,False
2023-10-09,BEV-007,STR-026,267,79,151,195,False
2023-10-09,BEV-008,STR-026,86,34,65,55,False
2023-10-09,BEV-009,STR-026,59,53,47,65,False
2023-10-09,BEV-010,STR-026,105,58,61,102,False
2023-10-09,BEV-011,STR-026,68,60,64,64,False
2023-10-09,BEV-012,STR-026,54,44,64,34,False
2023-10-09,BEV-013,STR-026,74,52,53,73,False
2023-10-09,BEV-014,STR-026,30,16,30,16,False
2023-10-09,BEV-015,STR-026,78,32,55,55,False
2023-10-09,BEV-001,STR-027,215,170,181,204,False
2023-10-09,BEV-002,STR-027,160,160,148,172,False
2023-10-09,BEV-003,STR-027,228,239,202,265,False
2023-10-09,BEV-004,STR-027,113,123,117,119,False
2023-10-09,BEV-005,STR-027,102,103,111,94,False
2023-10-09,BEV-006,STR-027,215,121,183,153,False
2023-10-09,BEV-007,STR-027,96,84,107,73,False
2023-10-09,BEV-008,STR-027,62,38,75,25,False
2023-10-09,BEV-009,STR-027,129,92,90,131,False
2023-10-09,BEV-010,STR-027,149,73,124,98,False
2023-10-09,BEV-011,STR-027,150,63,84,129,False
2023-10-09,BEV-012,STR-027,83,112,96,99,False
2023-10-09,BEV-013,STR-027,68,52,79,41,False
2023-10-09,BEV-014,STR-027,238,108,136,210,False
2023-10-09,BEV-015,STR-027,149,72,134,87,False
2023-10-09,BEV-001,STR-028,338,188,247,279,False
2023-10-09,BEV-002,STR-028,340,199,309,230,False
2023-10-09,BEV-003,STR-028,286,232,259,259,False
2023-10-09,BEV-004,STR-028,596,341,337,600,False
2023-10-09,BEV-005,STR-028,197,234,220,211,False
2023-10-09,BEV-006,STR-028,414,191,232,373,False
2023-10-09,BEV-007,STR-028,295,369,320,344,False
2023-10-09,BEV-008,STR-028,587,485,476,596,False
2023-10-09,BEV-009,STR-028,241,144,159,226,False
2023-10-09,BEV-010,STR-028,156,77,132,101,False
2023-10-09,BEV-011,STR-028,309,183,184,308,False
2023-10-09,BEV-012,STR-028,195,122,137,180,False
2023-10-09,BEV-013,STR-028,245,106,140,211,False
2023-10-09,BEV-014,STR-028,251,188,160,279,False
2023-10-09,BEV-015,STR-028,243,178,163,258,False
2023-10-09,BEV-001,STR-029,215,166,243,138,False
2023-10-09,BEV-002,STR-029,531,188,331,388,False
2023-10-09,BEV-003,STR-029,222,203,270,155,False
2023-10-09,BEV-004,STR-029,196,211,193,214,False
2023-10-09,BEV-005,STR-029,358,346,354,350,False
2023-10-09,BEV-006,STR-029,303,132,169,266,False
2023-10-09,BEV-007,STR-029,186,168,189,165,False
2023-10-09,BEV-008,STR-029,1006,689,644,1051,False
2023-10-09,BEV-009,STR-029,206,100,122,184,False
2023-10-09,BEV-010,STR-029,146,66,105,107,False
2023-10-09,BEV-011,STR-029,272,142,214,200,False
2023-10-09,BEV-012,STR-029,211,221,220,212,False
2023-10-09,BEV-013,STR-029,410,150,283,277,False
2023-10-09,BEV-014,STR-029,202,185,206,181,False
2023-10-09,BEV-015,STR-029,417,127,233,311,False
2023-10-09,BEV-001,STR-030,148,152,144,156,False
2023-10-09,BEV-002,STR-030,173,103,159,117,False
2023-10-09,BEV-003,STR-030,291,184,200,275,False
2023-10-09,BEV-004,STR-030,97,29,58,68,False
2023-10-09,BEV-005,STR-030,122,78,108,92,False
2023-10-09,BEV-006,STR-030,531,210,357,384,False
2023-10-09,BEV-007,STR-030,181,85,106,160,False
2023-10-09,BEV-008,STR-030,198,124,133,189,False
2023-10-09,BEV-009,STR-030,153,51,87,117,False
2023-10-09,BEV-010,STR-030,236,177,149,264,False
2023-10-09,BEV-011,STR-030,96,105,101,100,False
2023-10-09,BEV-012,STR-030,79,58,56,81,False
2023-10-09,BEV-013,STR-030,99,63,77,85,False
2023-10-09,BEV-014,STR-030,135,61,78,118,False
2023-10-09,BEV-015,STR-030,173,60,116,117,False
2023-10-16,BEV-001,STR-001,304,177,176,305,False
2023-10-16,BEV-002,STR-001,192,213,240,165,False
2023-10-16,BEV-003,STR-001,418,192,262,348,False
2023-10-16,BEV-004,STR-001,138,102,97,143,False
2023-10-16,BEV-005,STR-001,274,333,310,297,False
2023-10-16,BEV-006,STR-001,159,70,100,129,False
2023-10-16,BEV-007,STR-001,162,147,152,157,False
2023-10-16,BEV-008,STR-001,120,97,95,122,False
2023-10-16,BEV-009,STR-001,139,90,114,115,False
2023-10-16,BEV-010,STR-001,158,100,92,166,False
2023-10-16,BEV-011,STR-001,115,130,120,125,False
2023-10-16,BEV-012,STR-001,92,81,77,96,False
2023-10-16,BEV-013,STR-001,90,85,78,97,False
2023-10-16,BEV-014,STR-001,137,133,114,156,False
2023-10-16,BEV-015,STR-001,118,53,98,73,False
2023-10-16,BEV-001,STR-002,145,124,136,133,False
2023-10-16,BEV-002,STR-002,178,153,177,154,False
2023-10-16,BEV-003,STR-002,183,137,132,188,False
2023-10-16,BEV-004,STR-002,148,104,96,156,False
2023-10-16,BEV-005,STR-002,210,117,128,199,False
2023-10-16,BEV-006,STR-002,163,199,196,166,False
2023-10-16,BEV-007,STR-002,211,66,131,146,False
2023-10-16,BEV-008,STR-002,141,90,94,137,False
2023-10-16,BEV-009,STR-002,294,150,187,257,False
2023-10-16,BEV-010,STR-002,75,53,81,47,False
2023-10-16,BEV-011,STR-002,138,46,82,102,False
2023-10-16,BEV-012,STR-002,211,72,127,156,False
2023-10-16,BEV-013,STR-002,181,98,133,146,False
2023-10-16,BEV-014,STR-002,66,45,83,28,False
2023-10-16,BEV-015,STR-002,119,95,97,117,False
2023-10-16,BEV-001,STR-003,58,69,61,66,False
2023-10-16,BEV-002,STR-003,150,84,85,149,False
2023-10-16,BEV-003,STR-003,89,42,69,62,False
2023-10-16,BEV-004,STR-003,53,27,37,43,False
2023-10-16,BEV-005,STR-003,83,53,54,82,False
2023-10-16,BEV-006,STR-003,182,63,107,138,False
2023-10-16,BEV-007,STR-003,60,40,42,58,False
2023-10-16,BEV-008,STR-003,62,62,72,52,False
2023-10-16,BEV-009,STR-003,31,36,36,31,False
2023-10-16,BEV-010,STR-003,54,49,52,51,False
2023-10-16,BEV-011,STR-003,38,35,30,43,False
2023-10-16,BEV-012,STR-003,62,41,35,68,False
2023-10-16,BEV-013,STR-003,77,36,50,63,False
2023-10-16,BEV-014,STR-003,55,30,45,40,False
2023-10-16,BEV-015,STR-003,83,78,70,91,False
2023-10-16,BEV-001,STR-004,726,450,410,766,False
2023-10-16,BEV-002,STR-004,308,158,248,218,False
2023-10-16,BEV-003,STR-004,283,293,333,243,False
2023-10-16,BEV-004,STR-004,216,128,230,114,False
2023-10-16,BEV-005,STR-004,142,139,176,105,False
2023-10-16,BEV-006,STR-004,156,114,140,130,False
2023-10-16,BEV-007,STR-004,350,146,200,296,False
2023-10-16,BEV-008,STR-004,255,150,193,212,False
2023-10-16,BEV-009,STR-004,285,205,183,307,False
2023-10-16,BEV-010,STR-004,390,135,218,307,False
2023-10-16,BEV-011,STR-004,182,85,170,97,False
2023-10-16,BEV-012,STR-004,191,133,154,170,False
2023-10-16,BEV-013,STR-004,328,224,204,348,False
2023-10-16,BEV-014,STR-004,184,118,215,87,False
2023-10-16,BEV-015,STR-004,161,87,153,95,False
2023-10-16,BEV-001,STR-005,188,126,178,136,False
2023-10-16,BEV-002,STR-005,251,73,145,179,False
2023-10-16,BEV-003,STR-005,217,85,133,169,False
2023-10-16,BEV-004,STR-005,126,75,95,106,False
2023-10-16,BEV-005,STR-005,89,62,87,64,False
2023-10-16,BEV-006,STR-005,74,48,89,33,False
2023-10-16,BEV-007,STR-005,497,219,412,304,False
2023-10-16,BEV-008,STR-005,133,57,83,107,False
2023-10-16,BEV-009,STR-005,195,117,149,163,False
2023-10-16,BEV-010,STR-005,174,79,109,144,False
2023-10-16,BEV-011,STR-005,254,283,306,231,False
2023-10-16,BEV-012,STR-005,170,71,110,131,False
2023-10-16,BEV-013,STR-005,122,156,151,127,False
2023-10-16,BEV-014,STR-005,129,66,80,115,False
2023-10-16,BEV-015,STR-005,128,83,78,133,False
2023-10-16,BEV-001,STR-006,163,138,127,174,False
2023-10-16,BEV-002,STR-006,143,103,151,95,False
2023-10-16,BEV-003,STR-006,116,67,98,85,False
2023-10-16,BEV-004,STR-006,430,207,251,386,False
2023-10-16,BEV-005,STR-006,210,137,134,213,False
2023-10-16,BEV-006,STR-006,184,121,103,202,False
2023-10-16,BEV-007,STR-006,305,222,235,292,False
2023-10-16,BEV-008,STR-006,92,45,88,49,False
2023-10-16,BEV-009,STR-006,192,121,118,195,False
2023-10-16,BEV-010,STR-006,100,125,125,100,False
2023-10-16,BEV-011,STR-006,129,152,137,144,False
2023-10-16,BEV-012,STR-006,222,163,139,246,False
2023-10-16,BEV-013,STR-006,139,124,105,158,False
2023-10-16,BEV-014,STR-006,351,276,249,378,False
2023-10-16,BEV-015,STR-006,198,73,121,150,False
2023-10-16,BEV-001,STR-007,249,147,183,213,False
2023-10-16,BEV-002,STR-007,136,101,126,111,False
2023-10-16,BEV-003,STR-007,156,155,134,177,False
2023-10-16,BEV-004,STR-007,64,83,74,73,False
2023-10-16,BEV-005,STR-007,193,105,108,190,False
2023-10-16,BEV-006,STR-007,113,96,113,96,False
2023-10-16,BEV-007,STR-007,67,67,73,61,False
2023-10-16,BEV-008,STR-007,120,70,91,99,False
2023-10-16,BEV-009,STR-007,126,41,73,94,False
2023-10-16,BEV-010,STR-007,85,84,82,87,False
2023-10-16,BEV-011,STR-007,187,57,111,133,False
2023-10-16,BEV-012,STR-007,129,64,85,108,False
2023-10-16,BEV-013,STR-007,101,77,94,84,False
2023-10-16,BEV-014,STR-007,73,57,67,63,False
2023-10-16,BEV-015,STR-007,154,78,156,76,False
2023-10-16,BEV-001,STR-008,121,48,74,95,False
2023-10-16,BEV-002,STR-008,109,35,64,80,False
2023-10-16,BEV-003,STR-008,203,91,152,142,False
2023-10-16,BEV-004,STR-008,87,55,52,90,False
2023-10-16,BEV-005,STR-008,57,33,42,48,False
2023-10-16,BEV-006,STR-008,57,40,35,62,False
2023-10-16,BEV-007,STR-008,70,55,68,57,False
2023-10-16,BEV-008,STR-008,60,61,66,55,False
2023-10-16,BEV-009,STR-008,40,29,49,20,False
2023-10-16,BEV-010,STR-008,76,64,60,80,False
2023-10-16,BEV-011,STR-008,142,88,128,102,False
2023-10-16,BEV-012,STR-008,51,35,38,48,False
2023-10-16,BEV-013,STR-008,218,161,136,243,False
2023-10-16,BEV-014,STR-008,64,23,43,44,False
2023-10-16,BEV-015,STR-008,54,32,45,41,False
2023-10-16,BEV-001,STR-009,84,76,64,96,False
2023-10-16,BEV-002,STR-009,77,54,58,73,False
2023-10-16,BEV-003,STR-009,173,92,112,153,False
2023-10-16,BEV-004,STR-009,95,40,74,61,False
2023-10-16,BEV-005,STR-009,69,70,59,80,False
2023-10-16,BEV-006,STR-009,72,31,51,52,False
2023-10-16,BEV-007,STR-009,54,36,54,36,False
2023-10-16,BEV-008,STR-009,54,39,45,48,False
2023-10-16,BEV-009,STR-009,80,45,46,79,False
2023-10-16,BEV-010,STR-009,50,48,53,45,False
2023-10-16,BEV-011,STR-009,37,43,38,42,False
2023-10-16,BEV-012,STR-009,64,43,46,61,False
2023-10-16,BEV-013,STR-009,36,45,41,40,False
2023-10-16,BEV-014,STR-009,39,36,41,34,False
2023-10-16,BEV-015,STR-009,38,22,29,31,False
2023-10-16,BEV-001,STR-010,148,81,95,134,False
2023-10-16,BEV-002,STR-010,252,78,155,175,False
2023-10-16,BEV-003,STR-010,139,100,92,147,False
2023-10-16,BEV-004,STR-010,102,32,61,73,False
2023-10-16,BEV-005,STR-010,37,38,37,38,False
2023-10-16,BEV-006,STR-010,36,34,39,31,False
2023-10-16,BEV-007,STR-010,77,86,76,87,False
2023-10-16,BEV-008,STR-010,117,54,68,103,False
2023-10-16,BEV-009,STR-010,85,57,50,92,False
2023-10-16,BEV-010,STR-010,59,42,53,48,False
2023-10-16,BEV-011,STR-010,57,34,44,47,False
2023-10-16,BEV-012,STR-010,82,35,54,63,False
2023-10-16,BEV-013,STR-010,48,42,43,47,False
2023-10-16,BEV-014,STR-010,55,45,45,55,False
2023-10-16,BEV-015,STR-010,60,35,37,58,False
2023-10-16,BEV-001,STR-011,135,110,151,94,False
2023-10-16,BEV-002,STR-011,171,120,116,175,False
2023-10-16,BEV-003,STR-011,252,111,148,215,False
2023-10-16,BEV-004,STR-011,104,73,79,98,False
2023-10-16,BEV-005,STR-011,129,72,84,117,False
2023-10-16,BEV-006,STR-011,126,62,117,71,False
2023-10-16,BEV-007,STR-011,137,67,105,99,False
2023-10-16,BEV-008,STR-011,111,71,100,82,False
2023-10-16,BEV-009,STR-011,100,134,118,116,False
2023-10-16,BEV-010,STR-011,571,389,329,631,False
2023-10-16,BEV-011,STR-011,212,82,129,165,False
2023-10-16,BEV-012,STR-011,113,66,91,88,False
2023-10-16,BEV-013,STR-011,147,94,91,150,False
2023-10-16,BEV-014,STR-011,114,67,74,107,False
2023-10-16,BEV-015,STR-011,152,84,91,145,False
2023-10-16,BEV-001,STR-012,299,107,179,227,False
2023-10-16,BEV-002,STR-012,208,197,189,216,False
2023-10-16,BEV-003,STR-012,219,126,179,166,False
2023-10-16,BEV-004,STR-012,81,68,64,85,False
2023-10-16,BEV-005,STR-012,591,290,365,516,False
2023-10-16,BEV-006,STR-012,110,67,63,114,False
2023-10-16,BEV-007,STR-012,615,328,354,589,False
2023-10-16,BEV-008,STR-012,144,79,93,130,False
2023-10-16,BEV-009,STR-012,104,103,114,93,False
2023-10-16,BEV-010,STR-012,91,83,73,101,False
2023-10-16,BEV-011,STR-012,184,74,123,135,False
2023-10-16,BEV-012,STR-012,64,55,71,48,False
2023-10-16,BEV-013,STR-012,134,86,87,133,False
2023-10-16,BEV-014,STR-012,228,192,168,252,False
2023-10-16,BEV-015,STR-012,93,77,65,105,False
2023-10-16,BEV-001,STR-013,74,42,76,40,False
2023-10-16,BEV-002,STR-013,156,55,102,109,False
2023-10-16,BEV-003,STR-013,176,100,115,161,False
2023-10-16,BEV-004,STR-013,81,26,51,56,False
2023-10-16,BEV-005,STR-013,61,42,61,42,False
2023-10-16,BEV-006,STR-013,66,35,52,49,False
2023-10-16,BEV-007,STR-013,50,56,55,51,False
2023-10-16,BEV-008,STR-013,63,44,47,60,False
2023-10-16,BEV-009,STR-013,66,52,52,66,False
2023-10-16,BEV-010,STR-013,77,43,55,65,False
2023-10-16,BEV-011,STR-013,50,51,44,57,False
2023-10-16,BEV-012,STR-013,42,47,49,40,False
2023-10-16,BEV-013,STR-013,66,46,49,63,False
2023-10-16,BEV-014,STR-013,98,33,58,73,False
2023-10-16,BEV-015,STR-013,42,26,39,29,False
2023-10-16,BEV-001,STR-014,221,80,148,153,False
2023-10-16,BEV-002,STR-014,334,132,207,259,False
2023-10-16,BEV-003,STR-014,231,95,185,141,False
2023-10-16,BEV-004,STR-014,176,127,127,176,False
2023-10-16,BEV-005,STR-014,164,142,151,155,False
2023-10-16,BEV-006,STR-014,106,122,106,122,False
2023-10-16,BEV-007,STR-014,146,131,120,157,False
2023-10-16,BEV-008,STR-014,226,68,131,163,False
2023-10-16,BEV-009,STR-014,84,60,61,83,False
2023-10-16,BEV-010,STR-014,100,46,74,72,False
2023-10-16,BEV-011,STR-014,158,115,126,147,False
2023-10-16,BEV-012,STR-014,114,75,94,95,False
2023-10-16,BEV-013,STR-014,467,265,260,472,False
2023-10-16,BEV-014,STR-014,80,80,75,85,False
2023-10-16,BEV-015,STR-014,83,97,89,91,False
2023-10-16,BEV-001,STR-015,346,295,324,317,False
2023-10-16,BEV-002,STR-015,973,753,638,1088,False
2023-10-16,BEV-003,STR-015,251,125,149,227,False
2023-10-16,BEV-004,STR-015,80,82,99,63,False
2023-10-16,BEV-005,STR-015,97,67,112,52,False
2023-10-16,BEV-006,STR-015,192,69,119,142,False
2023-10-16,BEV-007,STR-015,168,77,119,126,False
2023-10-16,BEV-008,STR-015,139,99,121,117,False
2023-10-16,BEV-009,STR-015,148,69,87,130,False
2023-10-16,BEV-010,STR-015,156,71,94,133,False
2023-10-16,BEV-011,STR-015,181,177,173,185,False
2023-10-16,BEV-012,STR-015,77,80,89,68,False
2023-10-16,BEV-013,STR-015,153,94,100,147,False
2023-10-16,BEV-014,STR-015,154,80,108,126,False
2023-10-16,BEV-015,STR-015,166,97,116,147,False
2023-10-16,BEV-001,STR-016,160,66,97,129,False
2023-10-16,BEV-002,STR-016,314,340,309,345,False
2023-10-16,BEV-003,STR-016,230,103,143,190,False
2023-10-16,BEV-004,STR-016,175,83,114,144,False
2023-10-16,BEV-005,STR-016,566,363,347,582,False
2023-10-16,BEV-006,STR-016,143,129,132,140,False
2023-10-16,BEV-007,STR-016,152,76,127,101,False
2023-10-16,BEV-008,STR-016,169,114,127,156,False
2023-10-16,BEV-009,STR-016,200,150,129,221,False
2023-10-16,BEV-010,STR-016,285,268,265,288,False
2023-10-16,BEV-011,STR-016,118,84,101,101,False
2023-10-16,BEV-012,STR-016,116,87,117,86,False
2023-10-16,BEV-013,STR-016,228,142,172,198,False
2023-10-16,BEV-014,STR-016,95,55,94,56,False
2023-10-16,BEV-015,STR-016,117,98,108,107,False
2023-10-16,BEV-001,STR-017,184,142,149,177,False
2023-10-16,BEV-002,STR-017,162,66,124,104,False
2023-10-16,BEV-003,STR-017,221,101,189,133,False
2023-10-16,BEV-004,STR-017,268,85,152,201,False
2023-10-16,BEV-005,STR-017,124,79,141,62,False
2023-10-16,BEV-006,STR-017,249,176,202,223,False
2023-10-16,BEV-007,STR-017,80,94,89,85,False
2023-10-16,BEV-008,STR-017,136,89,101,124,False
2023-10-16,BEV-009,STR-017,263,133,184,212,False
2023-10-16,BEV-010,STR-017,122,88,108,102,False
2023-10-16,BEV-011,STR-017,317,205,191,331,False
2023-10-16,BEV-012,STR-017,80,82,77,85,False
2023-10-16,BEV-013,STR-017,188,195,192,191,False
2023-10-16,BEV-014,STR-017,189,103,192,100,False
2023-10-16,BEV-015,STR-017,89,53,73,69,False
2023-10-16,BEV-001,STR-018,466,304,268,502,False
2023-10-16,BEV-002,STR-018,1415,492,825,1082,False
2023-10-16,BEV-003,STR-018,215,169,241,143,False
2023-10-16,BEV-004,STR-018,317,220,264,273,False
2023-10-16,BEV-005,STR-018,585,477,523,539,False
2023-10-16,BEV-006,STR-018,352,194,288,258,False
2023-10-16,BEV-007,STR-018,215,96,163,148,False
2023-10-16,BEV-008,STR-018,117,56,109,64,False
2023-10-16,BEV-009,STR-018,282,153,169,266,False
2023-10-16,BEV-010,STR-018,225,175,231,169,False
2023-10-16,BEV-011,STR-018,581,335,330,586,False
2023-10-16,BEV-012,STR-018,359,126,218,267,False
2023-10-16,BEV-013,STR-018,185,89,139,135,False
2023-10-16,BEV-014,STR-018,230,220,232,218,False
2023-10-16,BEV-015,STR-018,234,208,178,264,False
